epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,522758,2.14845,1.83847,2.32594,0.7597,0.62116,0.70215,0.49174,1.96747,1.50235,2.16929,0.00373,0.00373,0.00373
192,525365,2.14916,1.84116,2.32539,0.76226,0.62009,0.70264,0.49237,1.96459,1.50514,2.16691,0.003697,0.003697,0.003697
193,528309,2.15429,1.84032,2.32675,0.77184,0.61776,0.70307,0.49267,1.96541,1.50381,2.16733,0.003664,0.003664,0.003664
194,531358,2.15055,1.83042,2.32751,0.75412,0.62096,0.70136,0.49215,1.96582,1.50181,2.16825,0.003631,0.003631,0.003631
195,534176,2.14336,1.83214,2.32728,0.75723,0.62192,0.70058,0.49152,1.96665,1.5015,2.16845,0.003598,0.003598,0.003598
196,536812,2.14527,1.83368,2.32514,0.7515,0.62432,0.70071,0.49161,1.96755,1.49941,2.16922,0.003565,0.003565,0.003565
197,539516,2.15021,1.82824,2.32843,0.75821,0.61823,0.70068,0.49155,1.96875,1.49694,2.16936,0.003532,0.003532,0.003532
198,542132,2.14342,1.82524,2.3247,0.7666,0.61316,0.70038,0.49114,1.96987,1.49489,2.17006,0.003499,0.003499,0.003499
199,544762,2.14342,1.82585,2.32311,0.76122,0.62226,0.70128,0.49097,1.96997,1.4965,2.16973,0.003466,0.003466,0.003466
200,547383,2.13785,1.81688,2.3206,0.76265,0.61984,0.70058,0.4904,1.97014,1.49777,2.16911,0.003433,0.003433,0.003433
201,549999,2.13962,1.82079,2.3178,0.76034,0.62043,0.70006,0.48997,1.97088,1.49936,2.16849,0.0034,0.0034,0.0034
202,552591,2.13492,1.81791,2.31954,0.75729,0.61925,0.70052,0.4909,1.96932,1.4984,2.16761,0.003367,0.003367,0.003367
203,555197,2.13173,1.80488,2.31659,0.75351,0.622,0.70007,0.49072,1.96864,1.49807,2.16588,0.003334,0.003334,0.003334
204,557809,2.12896,1.80399,2.31618,0.75797,0.61852,0.70031,0.49024,1.96908,1.49535,2.16649,0.003301,0.003301,0.003301
205,560359,2.12386,1.80307,2.31387,0.75637,0.61802,0.69999,0.49122,1.96951,1.49293,2.16671,0.003268,0.003268,0.003268
206,562829,2.12719,1.80242,2.31659,0.74448,0.62513,0.70033,0.49229,1.96863,1.49258,2.16617,0.003235,0.003235,0.003235
207,565431,2.12237,1.80141,2.31447,0.73686,0.62871,0.70082,0.49215,1.96733,1.49337,2.16557,0.003202,0.003202,0.003202
208,568046,2.12145,1.7943,2.30717,0.73124,0.63373,0.69976,0.4919,1.96524,1.49518,2.16341,0.003169,0.003169,0.003169
209,570660,2.12285,1.79057,2.30059,0.73672,0.62994,0.69804,0.49138,1.96406,1.49626,2.16147,0.003136,0.003136,0.003136
210,573267,2.1207,1.78745,2.3048,0.73572,0.63196,0.69947,0.49231,1.96531,1.49485,2.16109,0.003103,0.003103,0.003103
211,575883,2.11887,1.79034,2.30653,0.73647,0.6324,0.6993,0.49244,1.96354,1.49592,2.16,0.00307,0.00307,0.00307
212,578493,2.11188,1.7823,2.30777,0.74139,0.63078,0.69917,0.49341,1.96312,1.49551,2.15932,0.003037,0.003037,0.003037
213,580947,2.11893,1.7862,2.3072,0.72916,0.63774,0.69955,0.49365,1.96353,1.49431,2.15991,0.003004,0.003004,0.003004
214,583256,2.11054,1.78201,2.30302,0.7305,0.63881,0.70109,0.49499,1.96399,1.4937,2.16057,0.002971,0.002971,0.002971
215,585856,2.11156,1.77913,2.29869,0.72987,0.63473,0.70103,0.49407,1.96308,1.49165,2.15943,0.002938,0.002938,0.002938
216,588442,2.11105,1.77609,2.29358,0.72853,0.63681,0.7015,0.49461,1.96088,1.4892,2.15795,0.002905,0.002905,0.002905
217,591059,2.10686,1.77038,2.28772,0.73147,0.63468,0.70158,0.49451,1.95869,1.48985,2.15573,0.002872,0.002872,0.002872
218,593669,2.10091,1.76232,2.30065,0.73694,0.63098,0.70258,0.49453,1.95718,1.48619,2.15557,0.002839,0.002839,0.002839
219,596264,2.10028,1.76478,2.29706,0.74071,0.63162,0.70267,0.49362,1.95658,1.48814,2.15558,0.002806,0.002806,0.002806
220,598933,2.1059,1.76182,2.29945,0.74207,0.63102,0.7026,0.49379,1.95639,1.48626,2.15589,0.002773,0.002773,0.002773
221,602314,2.09851,1.75957,2.29755,0.73606,0.6403,0.70262,0.49467,1.95619,1.48413,2.15539,0.00274,0.00274,0.00274
222,605689,2.09662,1.7586,2.29244,0.73587,0.63581,0.70201,0.49512,1.95429,1.48344,2.15487,0.002707,0.002707,0.002707
223,609183,2.09469,1.75159,2.29231,0.73568,0.63571,0.70408,0.49604,1.95355,1.48324,2.15433,0.002674,0.002674,0.002674
224,614138,2.09213,1.74606,2.29251,0.73133,0.63998,0.70445,0.49656,1.9528,1.48133,2.15347,0.002641,0.002641,0.002641
225,619066,2.08691,1.74515,2.29237,0.73809,0.63477,0.70508,0.49766,1.952,1.48136,2.15356,0.002608,0.002608,0.002608
226,623994,2.08521,1.73932,2.29218,0.74211,0.63124,0.70533,0.49752,1.95285,1.48238,2.15415,0.002575,0.002575,0.002575
227,627451,2.08709,1.73919,2.28605,0.72708,0.64221,0.70474,0.49841,1.95222,1.4805,2.15421,0.002542,0.002542,0.002542
228,630058,2.08484,1.73178,2.28248,0.73951,0.63774,0.70427,0.49754,1.95216,1.48047,2.15382,0.002509,0.002509,0.002509
229,632673,2.08378,1.72976,2.2807,0.7496,0.63145,0.70324,0.49768,1.95081,1.48383,2.1521,0.002476,0.002476,0.002476
230,635246,2.07708,1.72102,2.28603,0.75369,0.62817,0.70386,0.49788,1.95103,1.48354,2.1524,0.002443,0.002443,0.002443
231,637867,2.0762,1.72494,2.28784,0.74932,0.62879,0.70368,0.49754,1.95338,1.48226,2.15416,0.00241,0.00241,0.00241
232,640487,2.07513,1.72363,2.28253,0.75102,0.62633,0.70347,0.49811,1.95379,1.48235,2.15478,0.002377,0.002377,0.002377
233,643089,2.06722,1.7113,2.27806,0.73765,0.6374,0.70436,0.4987,1.95454,1.4795,2.15541,0.002344,0.002344,0.002344
234,645697,2.07412,1.7173,2.28039,0.75239,0.6316,0.70462,0.49842,1.95414,1.4813,2.15491,0.002311,0.002311,0.002311
235,648311,2.06697,1.71071,2.27246,0.75459,0.62771,0.7045,0.4974,1.95575,1.47824,2.15474,0.002278,0.002278,0.002278
236,650889,2.06796,1.70809,2.26867,0.7631,0.62549,0.70552,0.49828,1.9558,1.47822,2.15488,0.002245,0.002245,0.002245
237,653497,2.06231,1.70443,2.27151,0.75742,0.62312,0.70451,0.49743,1.95514,1.47783,2.15347,0.002212,0.002212,0.002212
238,656107,2.05827,1.69796,2.2676,0.7445,0.63397,0.70665,0.49781,1.95544,1.47829,2.15318,0.002179,0.002179,0.002179
239,658719,2.06141,1.69343,2.27459,0.73592,0.63977,0.70564,0.49767,1.95609,1.47889,2.15394,0.002146,0.002146,0.002146
240,661312,2.0535,1.68672,2.27084,0.74309,0.64155,0.70759,0.49838,1.9583,1.47394,2.15653,0.002113,0.002113,0.002113
241,663905,2.04953,1.69149,2.27208,0.73745,0.64467,0.70761,0.4987,1.95918,1.47371,2.15746,0.00208,0.00208,0.00208
242,666524,2.04918,1.67961,2.26172,0.74694,0.63418,0.70706,0.49822,1.95965,1.47486,2.15768,0.002047,0.002047,0.002047
243,669093,2.05393,1.6797,2.26719,0.74496,0.6363,0.70619,0.49736,1.95974,1.47399,2.15818,0.002014,0.002014,0.002014
244,672266,2.04714,1.66757,2.26381,0.75053,0.63856,0.70634,0.49755,1.9598,1.4725,2.15846,0.001981,0.001981,0.001981
245,675137,2.04315,1.66838,2.25463,0.74224,0.63801,0.70666,0.49792,1.95997,1.47242,2.15805,0.001948,0.001948,0.001948
246,677786,2.0344,1.66408,2.25114,0.74899,0.63632,0.70732,0.49803,1.95936,1.4739,2.15717,0.001915,0.001915,0.001915
247,680560,2.03357,1.66146,2.25286,0.74963,0.6416,0.70773,0.4987,1.95844,1.47184,2.15585,0.001882,0.001882,0.001882
248,683914,2.0343,1.65906,2.25274,0.74708,0.64224,0.70752,0.49852,1.95944,1.46858,2.15652,0.001849,0.001849,0.001849
249,687440,2.02603,1.65084,2.25312,0.73508,0.64949,0.70671,0.49778,1.95797,1.47083,2.15572,0.001816,0.001816,0.001816
250,690983,2.03005,1.64665,2.24903,0.73484,0.64891,0.70814,0.49815,1.9584,1.4684,2.15556,0.001783,0.001783,0.001783
251,694213,2.02255,1.64496,2.24484,0.75012,0.64253,0.71021,0.49975,1.95771,1.46785,2.15451,0.00175,0.00175,0.00175
252,697130,2.02466,1.64374,2.24344,0.74352,0.64338,0.7089,0.49999,1.95821,1.46792,2.15376,0.001717,0.001717,0.001717
253,699921,2.01799,1.63555,2.24246,0.74436,0.64212,0.70778,0.49874,1.95656,1.47063,2.15218,0.001684,0.001684,0.001684
254,702691,2.01881,1.62831,2.2432,0.74933,0.6412,0.70888,0.4995,1.95616,1.47,2.15243,0.001651,0.001651,0.001651
255,705907,2.01085,1.62627,2.23956,0.74975,0.63966,0.70852,0.49977,1.95672,1.47135,2.15113,0.001618,0.001618,0.001618
256,708935,2.00873,1.61814,2.24149,0.74536,0.64204,0.70679,0.49927,1.95584,1.47077,2.15118,0.001585,0.001585,0.001585
257,712410,2.00377,1.61559,2.23868,0.76416,0.62708,0.70604,0.49799,1.95491,1.46946,2.15092,0.001552,0.001552,0.001552
258,716319,2.00241,1.60894,2.23913,0.75147,0.63437,0.70745,0.49879,1.95419,1.47175,2.15084,0.001519,0.001519,0.001519
259,720227,2.00056,1.60508,2.23202,0.75648,0.6327,0.70714,0.49899,1.95509,1.47042,2.15154,0.001486,0.001486,0.001486
260,724131,1.99784,1.59664,2.23441,0.77001,0.62583,0.70804,0.49932,1.95565,1.46846,2.15276,0.001453,0.001453,0.001453
261,728052,1.99218,1.59088,2.22944,0.75571,0.63375,0.70739,0.49955,1.95516,1.46923,2.15188,0.00142,0.00142,0.00142
262,731963,1.99327,1.59141,2.2231,0.76147,0.63205,0.70742,0.49928,1.95431,1.47121,2.15176,0.001387,0.001387,0.001387
263,735867,1.98631,1.59086,2.23036,0.74786,0.64416,0.7078,0.49968,1.9548,1.46938,2.15234,0.001354,0.001354,0.001354
264,739778,1.98367,1.57819,2.22274,0.75601,0.63673,0.7076,0.49985,1.95449,1.46933,2.15191,0.001321,0.001321,0.001321
265,743683,1.9786,1.57678,2.22111,0.74628,0.64345,0.70693,0.49894,1.95575,1.46842,2.15311,0.001288,0.001288,0.001288
266,747582,1.98254,1.57163,2.21482,0.74712,0.64365,0.70756,0.49939,1.95651,1.46612,2.15345,0.001255,0.001255,0.001255
267,751479,1.97119,1.56296,2.21173,0.74944,0.64064,0.70763,0.50015,1.95563,1.46807,2.15228,0.001222,0.001222,0.001222
268,755389,1.96582,1.55555,2.20915,0.75244,0.64282,0.70714,0.49946,1.95537,1.46998,2.15203,0.001189,0.001189,0.001189
269,759311,1.96701,1.54775,2.21087,0.75177,0.63976,0.70744,0.49992,1.95774,1.46887,2.15357,0.001156,0.001156,0.001156
270,762749,1.95643,1.55099,2.21034,0.75657,0.63733,0.70776,0.49956,1.95874,1.46744,2.15397,0.001123,0.001123,0.001123
271,766455,1.95738,1.54279,2.20496,0.76644,0.63211,0.70791,0.4996,1.95899,1.46652,2.15386,0.00109,0.00109,0.00109
272,769167,1.95228,1.53221,2.2027,0.75805,0.63751,0.70821,0.49974,1.95918,1.46636,2.15437,0.001057,0.001057,0.001057
273,771910,1.95337,1.52963,2.20312,0.75318,0.63894,0.70784,0.49912,1.95905,1.46896,2.15442,0.001024,0.001024,0.001024
274,774657,1.94481,1.52287,2.19676,0.76255,0.63766,0.70852,0.49872,1.95806,1.47014,2.15396,0.000991,0.000991,0.000991
275,777383,1.94574,1.51791,2.19978,0.76174,0.63514,0.7087,0.49958,1.95834,1.4714,2.1533,0.000958,0.000958,0.000958
276,780114,1.94073,1.51081,2.18982,0.7662,0.63509,0.70825,0.49891,1.96,1.46953,2.15351,0.000925,0.000925,0.000925
277,782891,1.93335,1.50327,2.18701,0.76099,0.63772,0.70802,0.49846,1.95944,1.47069,2.15198,0.000892,0.000892,0.000892
278,785743,1.92867,1.49674,2.18435,0.75427,0.64497,0.7092,0.49884,1.96092,1.46999,2.15264,0.000859,0.000859,0.000859
279,788601,1.93111,1.49853,2.18572,0.7515,0.64362,0.70886,0.49884,1.96079,1.46954,2.15354,0.000826,0.000826,0.000826
280,791367,1.92306,1.48696,2.18236,0.75596,0.64053,0.70877,0.49846,1.96139,1.47053,2.15393,0.000793,0.000793,0.000793
281,794199,1.91701,1.47965,2.17729,0.75997,0.63664,0.70845,0.49763,1.96129,1.47269,2.15297,0.00076,0.00076,0.00076
282,797018,1.91225,1.47635,2.18078,0.75688,0.63679,0.70678,0.49784,1.9621,1.47466,2.1537,0.000727,0.000727,0.000727
283,799857,1.9108,1.46472,2.17778,0.75618,0.64021,0.70744,0.49838,1.96367,1.47331,2.15495,0.000694,0.000694,0.000694
284,802696,1.90781,1.46444,2.1748,0.75555,0.64139,0.70755,0.49768,1.96533,1.47387,2.15656,0.000661,0.000661,0.000661
285,805496,1.89894,1.45399,2.18086,0.75739,0.63921,0.70747,0.49731,1.96657,1.4748,2.15725,0.000628,0.000628,0.000628
286,808315,1.89645,1.45074,2.17311,0.75731,0.63734,0.70649,0.49686,1.9688,1.4752,2.15918,0.000595,0.000595,0.000595
287,811142,1.8972,1.44355,2.17453,0.76841,0.6337,0.7077,0.4967,1.97028,1.47846,2.16132,0.000562,0.000562,0.000562
288,813974,1.88461,1.43462,2.16464,0.76355,0.63271,0.70623,0.49541,1.97152,1.48031,2.16214,0.000529,0.000529,0.000529
289,816812,1.87852,1.42798,2.16104,0.76185,0.632,0.70552,0.4953,1.9724,1.48392,2.16227,0.000496,0.000496,0.000496
290,819645,1.88037,1.42198,2.1599,0.76651,0.62991,0.70534,0.49524,1.9741,1.48262,2.16345,0.000463,0.000463,0.000463
291,822424,1.7501,1.17186,2.0539,0.76535,0.6318,0.7046,0.49469,1.97528,1.48169,2.16486,0.00043,0.00043,0.00043
292,825208,1.74054,1.15696,2.05107,0.76128,0.63366,0.70438,0.49421,1.97484,1.485,2.16588,0.000397,0.000397,0.000397
